,Name,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,CurrentSalary,CurrentTeam,PrevSal,NextSal,NameYear,PrevYear,NextYear,SalClean,SalNorm,PrevSalClean,NextSalClean,PrevSalNorm,NextSalNorm
515,Davion Mitchell,PG,23,SAC,75,19,27.7,4.7,11.2,0.418,1.3,4.3,0.316,3.3,7.0,0.48,0.477,0.7,1.1,0.659,0.4,1.8,2.2,4.2,0.7,0.3,1.5,1.9,11.5,0.38,22.5,1.0,-3.8,-1.7,7.0,0.6,0.101,-2.1,1.7,-0.5,10.8,1.3,11.5,4.4,0.489,20.6,-0.9,0.1,0.003,"$5,063,640",SAC,"$4,603,320",$5063640,2022,2021,2022,,,4.60332,5.06364,5.570019656982226,5.570024474869596
516,Donovan Mitchell,SG,25,UTA,67,67,33.8,9.2,20.5,0.448,3.5,9.8,0.355,5.7,10.8,0.533,0.533,4.0,4.7,0.853,0.8,3.4,4.2,5.3,1.5,0.2,3.0,2.4,25.9,0.475,27.7,0.5,4.3,-0.3,10.6,2.5,0.227,4.6,2.7,4.7,21.6,2.2,11.7,6.8,0.572,32.9,3.6,7.2,0.152,"$33,162,030",CLE,"$28,103,550",$33162030,2022,2021,2022,,,28.10355,33.16203,34.00531050002668,36.4783670909385
517,Evan Mobley,PF,20,CLE,69,69,33.8,6.1,12.0,0.508,0.3,1.3,0.25,5.8,10.7,0.541,0.522,2.4,3.7,0.663,2.1,6.2,8.3,2.5,0.8,1.7,1.9,2.1,15.0,0.111,11.6,4.4,0.6,1.5,19.8,3.7,0.304,-0.9,6.9,1.5,16.1,1.2,12.4,13.5,0.549,20.4,1.5,5.2,0.107,"$8,882,640",CLE,"$8,075,160",$8882640,2022,2021,2022,,,8.07516,8.88264,9.770947910046791,9.770939917027212
518,Malik Monk,SG,23,LAL,76,37,28.1,5.1,10.9,0.473,2.3,5.8,0.391,2.9,5.1,0.568,0.578,1.2,1.5,0.795,0.5,2.9,3.4,2.9,0.8,0.4,1.6,1.8,13.8,0.535,15.2,1.2,-0.5,-1.0,11.0,1.4,0.142,0.5,1.9,2.3,14.4,1.4,12.2,6.4,0.597,20.1,0.8,3.6,0.081,"$9,945,830",SAC,"$1,789,256",$9945830,2022,2021,2022,,,1.789256,9.94583,2.165000714999911,10.940453216044641
524,Moses Moody,SG,19,GSW,52,11,11.7,1.5,3.5,0.437,0.8,2.1,0.364,0.8,1.4,0.548,0.546,0.5,0.7,0.778,0.3,1.2,1.5,0.4,0.1,0.2,0.3,0.8,4.4,0.601,5.3,1.6,-2.5,-1.1,11.0,0.7,0.197,-1.4,3.2,0.6,10.5,0.6,6.1,7.2,0.573,15.2,-0.1,1.3,0.101,"$3,918,480",GSW,"$3,562,080",$3918480,2022,2021,2022,,,3.56208,3.91848,4.310118701229384,4.310343844405806
527,Ja Morant,PG,22,MEM,57,57,33.1,10.2,20.6,0.493,1.5,4.5,0.344,8.6,16.2,0.534,0.53,5.5,7.3,0.761,1.4,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.4,0.218,34.1,1.0,6.1,-0.1,14.1,2.1,0.353,6.2,4.2,4.6,24.4,1.7,12.6,9.0,0.575,33.7,3.9,6.7,0.171,"$33,500,000",MEM,"$9,603,360",$34005250,2022,2021,2022,,,9.60336,34.00525,11.62007072571032,37.40591250050543
528,Juwan Morgan,PF,24,TOT,2,0,15.5,1.0,1.5,0.667,0.5,1.0,0.5,0.5,0.5,1.0,0.833,0.0,0.0,,1.0,1.0,2.0,0.5,0.0,0.0,0.0,1.5,2.5,0.667,4.2,0.0,-7.1,-3.9,7.4,0.0,0.0,-3.3,6.6,0.1,8.3,0.0,0.0,7.0,0.833,4.1,0.0,0.1,0.124,"$576,230",IND,"$19,186",$576230,2022,2021,2022,,,0.019186,0.57623,0.02321507024036152,0.6338553299906998
529,Juwan Morgan,PF,24,TOR,1,0,27.0,2.0,3.0,0.667,1.0,2.0,0.5,1.0,1.0,1.0,0.833,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0,0.667,4.8,0.0,-7.3,-4.2,8.5,0.0,0.0,-3.2,7.6,0.1,9.5,0.0,0.0,8.0,0.833,4.8,0.0,0.1,0.139,"$576,230",IND,"$19,186",$576230,2022,2021,2022,,,0.019186,0.57623,0.02321507024036152,0.6338553299906998
530,Juwan Morgan,PF,24,BOS,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-6.0,-2.0,0.0,0.0,,-4.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.024,"$576,230",IND,"$19,186",$576230,2022,2021,2022,,,0.019186,0.57623,0.02321507024036152,0.6338553299906998
532,Marcus Morris,PF,32,LAC,54,54,29.0,5.6,12.8,0.434,1.9,5.1,0.367,3.7,7.7,0.478,0.507,2.4,2.7,0.872,0.5,3.9,4.4,2.1,0.5,0.3,1.3,2.1,15.4,0.398,11.3,1.0,-1.4,-1.0,14.0,1.5,0.214,-0.3,1.8,0.9,13.7,0.9,8.4,8.1,0.549,23.2,0.3,2.4,0.074,"$17,116,279",LAC,"$15,627,907",$17116279,2022,2021,2022,,,15.627907,17.116279,18.90977581126016,18.82797610981359
534,Monte Morris,PG,26,DEN,75,74,29.9,5.0,10.3,0.484,1.7,4.2,0.395,3.3,6.1,0.545,0.564,1.0,1.1,0.869,0.4,2.7,3.0,4.4,0.7,0.2,1.0,1.2,12.6,0.406,21.4,0.6,0.0,-0.8,9.6,1.5,0.109,0.8,1.4,3.9,14.7,1.2,8.8,5.6,0.583,17.4,1.1,5.4,0.116,"$9,800,926",DET,"$8,333,333",$9800926,2022,2021,2022,,,8.333333,9.800926,10.083337377844394,10.781058230124135
540,Trey Murphy III,SF,21,NOP,62,1,13.9,1.8,4.5,0.394,1.1,3.0,0.382,0.6,1.5,0.418,0.522,0.7,0.8,0.882,0.8,1.6,2.4,0.6,0.4,0.1,0.3,1.0,5.4,0.671,6.2,0.8,-1.2,-1.4,13.1,0.6,0.184,0.2,5.9,1.3,12.5,1.3,5.1,9.4,0.558,15.7,0.2,1.9,0.104,"$3,359,280",NOP,"$3,053,760",$3359280,2022,2021,2022,,,3.05376,3.35928,3.6950512299179814,3.6952215832760498
541,Dejounte Murray,PG,25,SAS,68,68,34.8,8.4,18.3,0.462,1.4,4.3,0.327,7.0,13.9,0.504,0.5,2.9,3.6,0.794,1.2,7.1,8.3,9.2,2.0,0.3,2.6,2.0,21.1,0.237,40.6,0.8,5.4,1.7,21.6,3.4,0.199,3.7,3.5,3.9,22.3,2.8,11.8,12.5,0.533,27.3,4.4,7.3,0.149,"$17,714,000",ATL,"$15,428,571",$18214000,2022,2021,2022,,,15.428571,18.214,18.668579144866296,20.0354736484574
542,Mike Muscala,C,30,OKC,43,0,13.8,2.6,5.8,0.456,1.6,3.8,0.429,1.0,2.0,0.506,0.597,1.1,1.3,0.842,0.5,2.5,3.0,0.5,0.4,0.6,0.3,1.3,8.0,0.657,6.2,4.1,5.0,1.2,19.1,0.7,0.23,3.8,3.6,1.4,19.7,1.5,4.9,11.2,0.63,20.9,1.1,2.1,0.17,"$3,500,000",WAS,"$3,500,000",$3500000,2022,2021,2022,,,3.5,3.5,4.235001868094721,3.8500141522785167
545,Larry Nance Jr.,C-PF,29,TOT,46,11,22.6,2.8,5.4,0.522,0.5,1.5,0.329,2.3,3.8,0.599,0.569,0.9,1.2,0.702,1.6,3.8,5.4,1.8,0.9,0.4,0.8,1.8,7.0,0.283,11.4,1.9,-0.1,0.3,19.3,0.8,0.231,-0.4,7.4,1.5,14.4,2.0,12.0,13.1,0.59,12.8,0.5,2.3,0.104,"$10,375,000",NOP,"$10,690,909",$10375000,2022,2021,2022,,,10.690909,10.375,12.93600559618019,11.41254195139703
546,Larry Nance Jr.,C,29,POR,37,11,23.2,2.8,5.4,0.515,0.5,1.7,0.306,2.2,3.7,0.61,0.563,0.9,1.3,0.653,1.6,4.1,5.6,2.0,1.0,0.4,0.7,1.8,6.9,0.313,12.5,1.5,0.3,0.6,20.1,0.6,0.247,-0.3,7.2,1.3,14.4,2.2,11.0,13.4,0.581,12.4,0.5,1.9,0.104,"$10,375,000",NOP,"$10,690,909",$10375000,2022,2021,2022,,,10.690909,10.375,12.93600559618019,11.41254195139703
547,Larry Nance Jr.,PF,29,NOP,9,0,20.2,3.0,5.4,0.551,0.4,0.9,0.5,2.6,4.6,0.561,0.592,0.9,0.9,1.0,1.6,2.8,4.3,0.9,0.6,0.8,1.1,1.9,7.3,0.163,6.4,3.7,-1.9,-0.8,15.6,0.2,0.163,-1.1,8.3,0.2,14.2,1.4,16.0,11.9,0.628,14.7,0.0,0.4,0.104,"$10,375,000",NOP,"$10,690,909",$10375000,2022,2021,2022,,,10.690909,10.375,12.93600559618019,11.41254195139703
549,Aaron Nesmith,SF,22,BOS,52,3,11.0,1.4,3.5,0.396,0.6,2.2,0.27,0.8,1.3,0.612,0.481,0.4,0.5,0.808,0.3,1.4,1.7,0.4,0.4,0.1,0.6,1.3,3.8,0.632,5.4,0.8,-4.3,0.7,13.6,0.9,0.143,-4.9,2.9,-0.4,7.3,1.7,13.8,8.4,0.507,17.2,-0.3,0.4,0.038,"$5,634,257",IND,"$3,631,200",$5634257,2022,2021,2022,,,3.6312,5.634257,4.393753938121586,6.197705482164086
554,Zeke Nnaji,PF,21,DEN,41,1,17.0,2.3,4.5,0.516,0.9,2.0,0.463,1.4,2.6,0.557,0.616,1.0,1.6,0.631,1.4,2.2,3.6,0.4,0.4,0.3,0.6,1.9,6.6,0.43,3.4,1.7,-2.2,-1.6,14.1,0.6,0.349,-0.7,9.3,1.2,13.5,1.1,9.7,11.8,0.629,14.9,0.0,1.8,0.123,"$4,306,281",DEN,"$2,498,760",$4306281,2022,2021,2022,,,2.49876,4.306281,3.0235009336915324,4.7369265124823094
558,Jusuf Nurkić,C,27,POR,56,56,28.2,5.7,10.7,0.535,0.3,1.0,0.268,5.5,9.7,0.563,0.548,3.3,4.8,0.69,3.0,8.1,11.1,2.8,1.1,0.6,2.6,3.4,15.0,0.093,16.6,2.1,0.3,0.2,32.6,1.7,0.447,0.1,11.2,2.0,20.0,1.9,16.6,21.5,0.586,23.6,0.9,3.6,0.11,"$16,875,000",POR,"$12,000,000",$16875000,2022,2021,2022,,,12.0,16.875,14.520006404896186,18.56256823419999
560,Jordan Nwora,SF,23,MIL,62,13,19.1,3.0,7.5,0.403,1.3,3.7,0.348,1.7,3.8,0.455,0.488,0.6,0.7,0.837,0.6,3.0,3.6,1.0,0.4,0.3,0.9,1.3,7.9,0.491,7.0,1.4,-4.1,-1.5,16.1,1.1,0.093,-2.7,3.4,-0.4,9.9,1.0,10.6,9.9,0.506,19.4,-0.6,0.6,0.025,"$3,000,000",IND,"$1,517,981",$3000000,2022,2021,2022,,,1.517981,3.0,1.8367578202092265,3.300012130524443
561,Royce O'Neale,SF,28,UTA,77,77,31.2,2.6,5.8,0.457,1.5,4.0,0.389,1.1,1.8,0.609,0.591,0.6,0.7,0.804,0.8,3.9,4.8,2.5,1.1,0.4,1.0,2.4,7.4,0.689,10.5,1.2,0.8,1.7,13.4,2.8,0.126,-0.8,3.0,2.7,10.3,1.8,14.4,8.4,0.608,9.9,1.7,5.5,0.109,"$9,500,000",BRK,"$8,678,571",$9500000,2022,2021,2022,,,8.678571,9.5,10.501075542112192,10.450038413327402
565,Chuma Okeke,PF,23,ORL,70,20,25.0,3.1,8.2,0.376,1.7,5.3,0.318,1.4,2.9,0.48,0.478,0.8,0.9,0.846,0.7,4.3,5.0,1.7,1.4,0.6,0.8,1.4,8.6,0.645,10.1,2.2,-0.1,1.5,18.2,2.5,0.113,-1.6,2.8,-0.3,12.0,2.7,8.6,10.5,0.501,16.4,0.8,2.2,0.06,"$5,266,713",ORL,"$3,277,080",$5266713,2022,2021,2022,,,3.27708,5.266713,3.9652685491131,5.793405595996926
567,Onyeka Okongwu,C,21,ATL,48,6,20.7,3.3,4.7,0.69,0.0,0.0,,3.3,4.7,0.69,0.69,1.7,2.3,0.727,2.4,3.5,5.9,1.1,0.6,1.3,0.9,3.1,8.2,0.0,7.6,5.4,0.8,0.8,18.4,1.1,0.487,0.0,12.8,3.1,19.8,1.5,13.8,15.6,0.714,14.0,0.7,4.2,0.202,"$8,109,063",ATL,"$6,104,280",$8109063,2022,2021,2022,,,6.10428,8.109063,7.386182058106641,8.920002089062312
568,Isaac Okoro,SF,21,CLE,67,61,29.6,3.1,6.4,0.48,0.8,2.3,0.35,2.3,4.1,0.555,0.544,1.8,2.3,0.768,1.1,1.9,3.0,1.8,0.8,0.3,0.9,2.4,8.8,0.364,8.5,1.0,-1.7,0.7,7.1,1.9,0.36,-2.4,4.1,2.4,10.4,1.4,10.4,5.6,0.589,12.4,0.1,4.2,0.103,"$8,920,795",CLE,"$6,720,720",$8920795,2022,2021,2022,,,6.72072,8.920795,8.132074787126157,9.812910571307265
570,Victor Oladipo,SG,29,MIA,8,1,21.6,4.4,9.1,0.479,1.9,4.5,0.417,2.5,4.6,0.541,0.582,1.8,2.4,0.737,0.4,2.5,2.9,3.5,0.6,0.1,2.0,1.6,12.4,0.493,26.3,0.6,1.3,-0.5,12.9,0.2,0.26,1.8,2.0,0.2,16.8,1.4,16.4,7.5,0.608,25.1,0.1,0.4,0.124,"$9,450,000",OKC,"$2,389,641",$9450000,2022,2021,2022,,,2.389641,9.45,2.8914668854502104,10.395038211151993
572,Kelly Olynyk,C,30,DET,40,1,19.1,3.2,7.2,0.448,1.0,3.0,0.336,2.2,4.2,0.527,0.517,1.7,2.2,0.775,1.4,3.1,4.4,2.8,0.8,0.5,1.5,2.5,9.1,0.416,23.3,2.2,1.6,1.0,18.3,0.8,0.311,0.5,7.3,0.8,16.7,2.0,15.1,12.5,0.561,21.5,0.7,1.6,0.104,"$12,195,122",UTA,"$12,195,122",$12195122,2022,2021,2022,,,12.195122,12.195122,14.756104129040866,13.414683511075168
575,Cedi Osman,SF,26,CLE,66,3,22.2,3.7,8.7,0.432,1.9,5.4,0.357,1.8,3.2,0.559,0.544,1.3,2.0,0.664,0.4,1.8,2.2,2.0,0.8,0.2,1.0,1.9,10.7,0.628,14.1,0.6,0.2,0.5,9.0,1.6,0.229,-0.3,1.9,1.3,13.3,1.8,9.6,5.5,0.563,21.1,0.8,2.9,0.094,"$6,718,842",SAS,"$8,050,000",$6718842,2022,2021,2022,,,8.05,6.718842,9.740504296617859,7.390753367692369
583,Chris Paul,PG,36,PHO,65,65,32.9,5.6,11.3,0.493,1.0,3.1,0.317,4.6,8.3,0.559,0.536,2.6,3.1,0.837,0.3,4.0,4.4,10.8,1.9,0.3,2.4,2.1,14.7,0.27,44.5,0.8,5.4,2.3,12.8,3.6,0.274,3.1,1.1,5.8,20.8,2.7,15.6,7.1,0.581,19.7,4.0,9.4,0.21,"$30,800,000",GSW,"$30,800,000",$30800000,2022,2021,2022,,,30.8,30.8,37.26801643923354,33.88012454005094
584,Cameron Payne,PG,27,PHO,58,12,22.0,4.1,10.1,0.409,1.2,3.6,0.336,2.9,6.5,0.449,0.469,1.3,1.5,0.843,0.4,2.6,3.0,4.9,0.7,0.3,1.8,2.1,10.8,0.359,30.7,1.2,0.0,0.4,12.3,1.8,0.152,-0.4,2.1,0.2,13.8,1.5,14.1,7.3,0.5,24.6,0.7,1.9,0.073,"$6,500,000",PHO,"$6,500,000",$6500000,2022,2021,2022,,,6.5,6.5,7.865003469318768,7.150026282802959
586,Gary Payton II,SG,29,GSW,71,16,17.6,3.0,4.8,0.616,0.6,1.7,0.358,2.4,3.2,0.754,0.679,0.5,0.8,0.603,1.0,2.5,3.5,0.9,1.4,0.3,0.6,1.8,7.1,0.349,7.6,1.7,3.7,3.4,14.9,2.6,0.169,0.3,6.5,2.5,17.8,3.8,9.8,10.8,0.679,14.3,1.8,5.2,0.199,"$8,715,000",GSW,"$1,939,350",$8715000,2022,2021,2022,,,1.93935,8.715,2.3466145351112844,9.586535239173505
595,Aleksej Pokusevski,PF,20,OKC,61,12,20.2,3.0,7.5,0.408,0.9,3.2,0.289,2.1,4.2,0.498,0.47,0.6,0.8,0.7,1.2,4.0,5.2,2.1,0.6,0.6,1.5,1.4,7.6,0.432,16.5,2.9,-2.6,0.1,20.8,1.5,0.11,-2.7,6.0,-1.1,12.0,1.5,16.4,13.3,0.485,20.0,-0.2,0.4,0.014,"$5,009,633",OKC,"$3,113,160",$5009633,2022,2021,2022,,,3.11316,5.009633,3.7669252616222177,5.5106165564918514
597,Jordan Poole,SG,22,GSW,76,51,30.0,6.2,13.9,0.448,2.8,7.6,0.364,3.5,6.3,0.55,0.548,3.2,3.5,0.925,0.4,3.0,3.4,4.0,0.8,0.3,2.5,2.7,18.5,0.548,21.0,1.0,1.0,-0.3,10.5,2.9,0.251,1.3,1.7,3.1,16.1,1.3,13.7,6.2,0.598,26.0,1.7,6.0,0.126,"$28,705,357",WAS,"$2,161,440",$27455357,2022,2021,2022,,,2.16144,27.455357,2.615343553649901,30.20100371595972
598,Kevin Porter Jr.,PG,21,HOU,61,61,31.3,5.5,13.2,0.415,2.5,6.8,0.375,3.0,6.5,0.456,0.511,2.0,3.2,0.642,0.7,3.7,4.4,6.2,1.1,0.4,3.1,2.6,15.6,0.511,30.7,1.0,-1.6,-1.6,13.0,0.8,0.239,-0.1,2.5,0.0,13.5,1.7,17.7,7.7,0.531,24.1,0.2,0.8,0.021,"$18,239,000",HOU,"$2,130,240",$15860000,2022,2021,2022,,,2.13024,15.86,2.577591536997171,17.44606413003922
599,Michael Porter Jr.,SF,23,DEN,9,9,29.4,4.1,11.4,0.359,1.1,5.3,0.208,3.0,6.1,0.491,0.408,0.6,1.0,0.556,1.0,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9,0.466,8.9,0.7,-3.5,0.5,20.4,0.3,0.087,-3.9,3.9,-0.5,7.5,1.9,10.1,12.4,0.416,19.7,-0.1,-0.2,-0.032,"$33,386,850",DEN,"$5,258,735",$33386850,2022,2021,2022,,,5.258735,33.38685,6.363072156804312,36.72567
600,Otto Porter Jr.,PF,28,GSW,63,15,22.2,3.1,6.6,0.464,1.3,3.4,0.37,1.8,3.2,0.565,0.56,0.8,1.0,0.803,1.4,4.4,5.7,1.5,1.1,0.5,0.6,1.3,8.2,0.519,9.6,2.0,3.1,2.1,21.0,2.7,0.147,1.0,6.9,2.2,15.9,2.4,7.7,14.2,0.581,15.0,1.8,4.9,0.168,"$6,300,000",TOR,"$2,389,641",$6300000,2022,2021,2022,,,2.389641,6.3,2.8914668854502104,6.930025474101329
601,Bobby Portis,C,26,MIL,72,59,28.2,5.8,12.1,0.479,1.8,4.7,0.393,3.9,7.4,0.533,0.555,1.2,1.6,0.752,2.5,6.6,9.1,1.2,0.7,0.7,1.3,2.4,14.6,0.388,6.4,2.4,0.2,-1.0,24.4,2.6,0.13,1.2,9.6,2.9,17.7,1.3,8.9,17.2,0.571,21.3,1.1,5.5,0.131,"$11,710,818",MIL,"$4,347,600",$11710818,2022,2021,2022,,,4.3476,11.710818,5.260598320493888,12.881947152787998
602,Kristaps Porziņģis,PF,26,TOT,51,51,29.0,6.9,15.0,0.459,1.5,4.9,0.31,5.4,10.1,0.532,0.51,4.9,5.6,0.867,2.0,6.1,8.1,2.3,0.7,1.6,1.6,2.7,20.2,0.329,13.7,5.0,3.9,0.6,23.1,2.4,0.373,3.3,7.7,3.2,23.7,1.3,8.3,15.4,0.577,29.5,2.2,5.6,0.18,"$36,016,200",BOS,"$31,650,600",$36016200,2022,2021,2022,,,31.6506,36.0162,38.297242893233935,39.61796563179814
603,Kristaps Porziņģis,PF,26,DAL,34,34,29.5,6.7,14.9,0.451,1.4,5.1,0.283,5.3,9.9,0.537,0.499,4.3,5.0,0.865,1.9,5.8,7.7,2.0,0.7,1.7,1.6,2.6,19.2,0.341,11.7,5.3,3.0,0.8,21.9,1.8,0.335,2.2,7.1,1.6,21.8,1.3,8.3,14.5,0.561,28.6,1.3,3.4,0.161,"$36,016,200",BOS,"$31,650,600",$36016200,2022,2021,2022,,,31.6506,36.0162,38.297242893233935,39.61796563179814
604,Kristaps Porziņģis,PF,26,WAS,17,17,28.2,7.2,15.2,0.475,1.7,4.6,0.367,5.5,10.6,0.522,0.531,5.9,6.8,0.871,2.2,6.6,8.8,2.9,0.7,1.5,1.6,2.9,22.1,0.305,17.9,4.4,5.7,0.2,25.5,0.6,0.448,5.4,8.9,1.6,27.7,1.2,8.3,17.3,0.606,31.4,0.9,2.2,0.22,"$36,016,200",BOS,"$31,650,600",$36016200,2022,2021,2022,,,31.6506,36.0162,38.297242893233935,39.61796563179814
608,Norman Powell,SF-SG,28,TOT,45,41,32.4,6.2,13.4,0.461,2.4,5.6,0.419,3.8,7.8,0.491,0.549,4.2,5.2,0.811,0.4,2.8,3.2,2.1,0.9,0.5,1.5,2.4,19.0,0.418,10.8,1.4,-0.3,-1.5,9.7,0.4,0.385,1.2,1.5,2.4,16.3,1.4,8.9,5.4,0.603,23.1,0.6,2.8,0.093,"$18,000,000",LAC,"$15,517,242",$18000000,2022,2021,2022,,,15.517242,18.0,18.775871102193676,19.800072783146657
609,Norman Powell,SF,28,POR,40,39,33.3,6.2,13.6,0.456,2.3,5.7,0.406,3.9,7.8,0.492,0.542,4.0,5.0,0.803,0.4,2.9,3.3,2.1,1.0,0.4,1.6,2.3,18.7,0.423,10.0,1.3,-1.0,-1.6,9.8,0.3,0.365,0.6,1.4,1.8,15.3,1.5,9.0,5.4,0.593,22.5,0.3,2.1,0.076,"$18,000,000",LAC,"$15,517,242",$18000000,2022,2021,2022,,,15.517242,18.0,18.775871102193676,19.800072783146657
610,Norman Powell,SG,28,LAC,5,2,25.0,6.4,12.6,0.508,2.6,4.8,0.542,3.8,7.8,0.487,0.611,6.0,7.0,0.857,0.6,2.2,2.8,2.8,0.4,0.8,1.4,2.8,21.4,0.381,19.5,2.7,7.7,-0.1,9.1,0.1,0.556,7.8,2.6,0.6,27.1,0.8,8.2,5.9,0.682,30.0,0.3,0.7,0.272,"$18,000,000",LAC,"$15,517,242",$18000000,2022,2021,2022,,,15.517242,18.0,18.775871102193676,19.800072783146657
611,Joshua Primo,SF,19,SAS,50,16,19.3,2.0,5.4,0.374,0.8,2.7,0.307,1.2,2.7,0.444,0.452,0.9,1.2,0.746,0.6,1.6,2.3,1.6,0.4,0.5,1.1,1.6,5.8,0.507,10.6,2.0,-5.0,-1.1,8.9,0.6,0.219,-3.8,3.5,-0.6,7.1,1.0,16.1,6.1,0.487,15.4,-0.7,0.0,0.001,"$4,341,600",SAS,"$3,946,800",$4341600,2022,2021,2022,,,3.9468,4.3416,4.775630106570355,4.775777555294973
613,Payton Pritchard,PG,24,BOS,71,2,14.1,2.3,5.3,0.429,1.4,3.5,0.412,0.8,1.8,0.461,0.564,0.3,0.3,1.0,0.5,1.4,1.9,2.0,0.4,0.1,0.6,0.9,6.2,0.657,20.4,0.5,1.8,0.1,10.8,1.2,0.056,1.7,3.5,1.8,15.0,1.2,9.7,7.2,0.578,18.6,1.0,3.1,0.148,"$4,037,277",BOS,"$2,137,440",$4037277,2022,2021,2022,,,2.13744,4.037277,2.5863035408401083,4.441021024762443
616,Immanuel Quickley,PG,22,NYK,78,3,23.1,3.6,9.3,0.392,1.8,5.1,0.346,1.9,4.2,0.448,0.487,2.3,2.6,0.881,0.4,2.8,3.2,3.5,0.7,0.0,1.3,2.1,11.3,0.547,24.5,0.2,0.2,0.0,13.1,1.8,0.278,0.2,1.8,2.5,14.6,1.5,10.9,7.4,0.543,22.2,1.0,4.2,0.113,"$4,171,548",NYK,"$2,210,640",$4171548,2022,2021,2022,,,2.21064,4.171548,2.6748755799099757,4.588719667688325
618,Julius Randle,PF,27,NYK,72,72,35.3,7.1,17.3,0.411,1.7,5.4,0.308,5.4,11.9,0.458,0.459,4.2,5.6,0.756,1.7,8.2,9.9,5.1,0.7,0.5,3.4,2.8,20.1,0.313,25.1,1.5,0.5,0.2,25.5,3.4,0.322,0.4,5.2,-0.3,15.7,1.0,14.7,15.1,0.509,28.7,1.6,3.1,0.059,"$25,660,800",NYK,"$19,800,000",$28226880,2022,2021,2022,,,19.8,28.22688,23.95801056807871,31.04968213561926
625,Naz Reid,C,22,MIN,77,6,15.8,3.0,6.2,0.489,0.7,2.2,0.343,2.3,4.0,0.568,0.549,1.5,1.9,0.765,1.3,2.6,3.9,0.9,0.5,0.9,1.1,2.2,8.3,0.349,8.7,5.6,0.0,0.5,18.0,1.6,0.313,-0.5,8.8,1.5,17.2,1.6,13.2,13.3,0.588,21.4,0.6,3.2,0.125,"$12,950,400",MIN,"$1,782,621",$12950400,2022,2021,2022,,,1.782621,12.9504,2.156972361458537,14.245492365047914
631,Duncan Robinson,SG,27,MIA,79,68,25.9,3.7,9.2,0.399,2.9,7.9,0.372,0.7,1.3,0.569,0.559,0.6,0.8,0.836,0.3,2.3,2.6,1.6,0.5,0.2,0.8,2.5,10.9,0.86,9.3,0.7,-0.6,-0.3,9.8,2.0,0.084,-0.3,1.4,1.9,10.6,1.0,7.4,5.6,0.573,17.7,0.7,3.9,0.092,"$18,154,000",MIA,"$15,560,000",$18154000,2022,2021,2022,,,15.56,18.154,18.82760830501539,19.969473405846912
636,Mitchell Robinson,C,23,NYK,72,62,25.7,3.6,4.8,0.761,0.0,0.0,,3.6,4.8,0.761,0.761,1.2,2.5,0.486,4.1,4.5,8.6,0.5,0.8,1.8,0.8,2.7,8.5,0.0,3.2,7.1,2.2,1.2,19.1,3.2,0.528,1.0,16.8,5.3,20.7,1.6,12.4,17.9,0.722,11.4,2.0,8.5,0.221,"$15,681,818",NYK,"$1,802,057",$15681818,2022,2021,2022,,,1.802057,15.681818,2.180489931832334,17.25006320955885
637,Jeremiah Robinson-Earl,C,21,OKC,49,36,22.2,2.7,6.6,0.414,1.2,3.4,0.352,1.6,3.2,0.478,0.503,0.8,1.1,0.741,1.5,4.1,5.6,1.0,0.6,0.3,0.8,1.5,7.5,0.509,6.7,1.3,-2.2,-0.4,19.1,1.0,0.167,-1.9,7.0,0.4,11.7,1.3,10.1,13.0,0.526,15.4,-0.1,1.5,0.065,"$1,900,000",OKC,"$2,000,000",$1900000,2022,2021,2022,,,2.0,1.9,2.4200010674826977,2.09000768266548
644,Terry Rozier,SG,27,CHO,73,73,33.7,7.1,16.0,0.444,3.0,8.1,0.374,4.1,7.9,0.516,0.539,2.1,2.4,0.852,0.8,3.5,4.3,4.5,1.3,0.3,1.3,1.6,19.3,0.508,19.7,1.0,1.7,-0.7,11.3,1.6,0.151,2.4,2.4,4.3,17.6,1.8,7.2,6.8,0.566,23.2,2.3,5.9,0.115,"$23,205,221",CHO,"$17,905,263",$23205221,2022,2021,2022,,,17.905263,23.205221,21.665377786779228,25.52583693050018
645,Ricky Rubio,PG,31,CLE,34,8,28.5,4.4,12.1,0.363,1.7,5.1,0.339,2.6,7.0,0.38,0.434,2.6,3.0,0.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1,0.423,34.6,0.6,0.2,1.2,14.1,1.4,0.251,-1.0,1.7,-0.1,14.0,2.5,16.5,8.0,0.488,24.9,0.5,1.3,0.064,"$6,146,342",CLE,"$17,809,524",$6146342,2022,2021,2022,,,17.809524,6.146342,21.549533545679363,6.761001052783954
